paper_id,title,authors,published,file_path,json_file_path,extraction_status,sections_count,figures_count,tables_count,citations_count,error_message
2002.11312v2,Multitask Learning and Multistage Fusion for Dimensional Audiovisual Emotion Recognition,"Bagus Tris Atmaja, Masato Akagi",2020-02-26 06:06:00+00:00,././arvix_papers/2002.11312v2.pdf,extracted_data/2002.11312v2.json,Success,10,7,2,23,
2002.10804v1,Hierarchical emotion-recognition framework based on discriminative brain neural network topology and ensemble co-decision strategy,"Cunbo Li, Peiyang Li, Yangsong Zhang, Ning Li, Yajing Si, Fali Li, Dezhong Yao, Peng Xu",2020-02-25 11:47:53+00:00,././arvix_papers/2002.10804v1.pdf,extracted_data/2002.10804v1.json,Success,26,9,2,54,
2002.09023v1,Audio-video Emotion Recognition in the Wild using Deep Hybrid Networks,"Xin Guo, Luisa F. Polanía, Kenneth E. Barner",2020-02-20 21:18:17+00:00,././arvix_papers/2002.09023v1.pdf,extracted_data/2002.09023v1.json,Success,11,1,6,26,
2002.09021v1,A Comparative Study of Western and Chinese Classical Music based on Soundscape Models,"Jianyu Fan, Yi-Hsuan Yang, Kui Dong, Philippe Pasquier",2020-02-20 21:16:27+00:00,././arvix_papers/2002.09021v1.pdf,extracted_data/2002.09021v1.json,Success,25,0,1,26,
2002.08034v1,Emotion Recognition Through Observer's Physiological Signals,"Yang Liu, Tom Gedeon, Sabrina Caldwell, Shouxu Lin, Zi Jin",2020-02-19 07:23:17+00:00,././arvix_papers/2002.08034v1.pdf,extracted_data/2002.08034v1.json,Success,9,6,2,12,
2002.07551v1,Hierarchical Transformer Network for Utterance-level Emotion Recognition,"QingBiao Li, ChunHua Wu, KangFeng Zheng, Zhe Wang",2020-02-18 13:44:49+00:00,././arvix_papers/2002.07551v1.pdf,extracted_data/2002.07551v1.json,Success,28,10,2,23,
2002.05447v1,Emotion Recognition for In-the-wild Videos,"Hanyu Liu, Jiabei Zeng, Shiguang Shan, Xilin Chen",2020-02-13 11:29:46+00:00,././arvix_papers/2002.05447v1.pdf,extracted_data/2002.05447v1.json,Success,13,4,4,20,
2003.00832v1,An End-to-End Visual-Audio Attention Network for Emotion Recognition in User-Generated Videos,"Sicheng Zhao, Yunsheng Ma, Yang Gu, Jufeng Yang, Tengfei Xing, Pengfei Xu, Runbo Hu, Hua Chai, Kurt Keutzer",2020-02-12 15:33:59+00:00,././arvix_papers/2003.00832v1.pdf,extracted_data/2003.00832v1.json,Success,18,6,14,52,
2002.05039v1,x-vectors meet emotions: A study on dependencies between emotion and speaker recognition,"Raghavendra Pappagari, Tianzi Wang, Jesus Villalba, Nanxin Chen, Najim Dehak",2020-02-12 15:13:07+00:00,././arvix_papers/2002.05039v1.pdf,extracted_data/2002.05039v1.json,Success,15,4,1,30,
2003.00809v1,Vision based body gesture meta features for Affective Computing,Indigo J. D. Orton,2020-02-10 14:38:16+00:00,././arvix_papers/2003.00809v1.pdf,extracted_data/2003.00809v1.json,Success,116,8,27,57,
2002.03557v2,Multitask Emotion Recognition with Incomplete Labels,"Didan Deng, Zhaokang Chen, Bertram E. Shi",2020-02-10 05:32:12+00:00,././arvix_papers/2002.03557v2.pdf,extracted_data/2002.03557v2.json,Success,15,13,1,34,
2002.03898v2,Self-supervised ECG Representation Learning for Emotion Recognition,"Pritam Sarkar, Ali Etemad",2020-02-04 17:15:37+00:00,././arvix_papers/2002.03898v2.pdf,extracted_data/2002.03898v2.json,Success,30,30,5,54,
2002.03566v1,Emotion Recognition Using Speaker Cues,Ismail Shahin,2020-02-04 08:20:30+00:00,././arvix_papers/2002.03566v1.pdf,extracted_data/2002.03566v1.json,Success,10,2,2,25,
2002.00883v3,Adversarial-based neural networks for affect estimations in the wild,"Decky Aspandi, Adria Mallol-Ragolta, Björn Schuller, Xavier Binefa",2020-02-03 16:52:49+00:00,././arvix_papers/2002.00883v3.pdf,extracted_data/2002.00883v3.json,Success,12,3,0,40,
2002.07590v1,Speech Emotion Recognition using Support Vector Machine,"Manas Jain, Shruthi Narayan, Pratibha Balaji, Bharath K P, Abhijit Bhowmick, Karthik R, Rajesh Kumar Muthu",2020-02-03 09:56:56+00:00,././arvix_papers/2002.07590v1.pdf,extracted_data/2002.07590v1.json,Success,8,12,3,15,
2003.13401v1,Context Based Emotion Recognition using EMOTIC Dataset,"Ronak Kosti, Jose M. Alvarez, Adria Recasens, Agata Lapedriza",2020-03-30 12:38:50+00:00,././arvix_papers/2003.13401v1.pdf,extracted_data/2003.13401v1.json,Success,15,39,8,45,
2003.11136v1,Joint Deep Cross-Domain Transfer Learning for Emotion Recognition,"Dung Nguyen, Sridha Sridharan, Duc Thanh Nguyen, Simon Denman, Son N. Tran, Rui Zeng, Clinton Fookes",2020-03-24 22:30:42+00:00,././arvix_papers/2003.11136v1.pdf,extracted_data/2003.11136v1.json,Success,10,2,6,35,
2003.10724v2,Evaluation of Error and Correlation-Based Loss Functions For Multitask Learning Dimensional Speech Emotion Recognition,"Bagus Tris Atmaja, Masato Akagi",2020-03-24 09:09:49+00:00,././arvix_papers/2003.10724v2.pdf,extracted_data/2003.10724v2.json,Success,13,3,14,22,
2003.08026v2,A Unified Multi-scale and Multi-task Learning Framework for Driver Behaviors Reasoning,"Yang Xing, Chen Lv, Dongpu Cao, Efstathios Velenis",2020-03-18 03:13:04+00:00,././arvix_papers/2003.08026v2.pdf,extracted_data/2003.08026v2.json,Success,25,25,15,56,
2003.07996v1,Cross Lingual Cross Corpus Speech Emotion Recognition,"Shivali Goel, Homayoon Beigi",2020-03-18 00:23:08+00:00,././arvix_papers/2003.07996v1.pdf,extracted_data/2003.07996v1.json,Success,13,2,4,27,
2003.07723v3,"PO-EMO: Conceptualization, Annotation, and Modeling of Aesthetic Emotions in German and English Poetry","Thomas Haider, Steffen Eger, Evgeny Kim, Roman Klinger, Winfried Menninghaus",2020-03-17 13:54:48+00:00,././arvix_papers/2003.07723v3.pdf,extracted_data/2003.07723v3.json,Success,19,11,15,61,
2003.06692v1,EmotiCon: Context-Aware Multimodal Emotion Recognition using Frege's Principle,"Trisha Mittal, Pooja Guhan, Uttaran Bhattacharya, Rohan Chandra, Aniket Bera, Dinesh Manocha",2020-03-14 19:55:21+00:00,././arvix_papers/2003.06692v1.pdf,extracted_data/2003.06692v1.json,Success,33,20,3,61,
2003.11461v4,Emotion Recognition From Gait Analyses: Current Research and Future Directions,"Shihao Xu, Jing Fang, Xiping Hu, Edith Ngai, Wei Wang, Yi Guo, Victor C. M. Leung",2020-03-13 08:22:33+00:00,././arvix_papers/2003.11461v4.pdf,extracted_data/2003.11461v4.json,Success,18,11,20,100,
2003.07193v2,TF-IDFC-RF: A Novel Supervised Term Weighting Scheme,"Flavio Carvalho, Gustavo Paiva Guedes",2020-03-12 21:31:46+00:00,././arvix_papers/2003.07193v2.pdf,extracted_data/2003.07193v2.json,Success,30,7,1,37,
2003.04241v1,Deep Neural Networks for Automatic Speech Processing: A Survey from Large Corpora to Limited Data,"Vincent Roger, Jérôme Farinas, Julien Pinquier",2020-03-09 16:26:30+00:00,././arvix_papers/2003.04241v1.pdf,extracted_data/2003.04241v1.json,Success,28,9,9,36,
2003.03375v1,Multi-Time-Scale Convolution for Emotion Recognition from Speech Audio Signals,"Eric Guizzo, Tillman Weyde, Jack Barnett Leveson",2020-03-06 12:28:04+00:00,././arvix_papers/2003.03375v1.pdf,extracted_data/2003.03375v1.json,Success,7,2,1,25,
2003.02836v2,Guided Generative Adversarial Neural Network for Representation Learning and High Fidelity Audio Generation using Fewer Labelled Audio Data,"Kazi Nazmul Haque, Rajib Rana, John H. L. Hansen, Björn Schuller",2020-03-05 11:01:33+00:00,././arvix_papers/2003.02836v2.pdf,extracted_data/2003.02836v2.json,Success,15,7,17,51,
2003.01478v2,Multi-Task Learning with Auxiliary Speaker Identification for Conversational Emotion Recognition,"Jingye Li, Meishan Zhang, Donghong Ji, Yijiang Liu",2020-03-03 12:25:03+00:00,././arvix_papers/2003.01478v2.pdf,extracted_data/2003.01478v2.json,Success,17,15,4,14,
2003.01277v3,The Effect of Silence Feature in Dimensional Speech Emotion Recognition,"Bagus Tris Atmaja, Masato Akagi",2020-03-03 01:17:07+00:00,././arvix_papers/2003.01277v3.pdf,extracted_data/2003.01277v3.json,Success,9,9,4,28,
2003.01062v2,ProxEmo: Gait-based Emotion Learning and Multi-view Proxemic Fusion for Socially-Aware Robot Navigation,"Venkatraman Narayanan, Bala Murali Manoghar, Vishnu Sashank Dorbala, Dinesh Manocha, Aniket Bera",2020-03-02 17:47:49+00:00,././arvix_papers/2003.01062v2.pdf,extracted_data/2003.01062v2.json,Success,22,15,2,48,
2004.14198v2,Multimodal Routing: Improving Local and Global Interpretability of Multimodal Language Analysis,"Yao-Hung Hubert Tsai, Martin Q. Ma, Muqiao Yang, Ruslan Salakhutdinov, Louis-Philippe Morency",2020-04-29 13:42:22+00:00,././arvix_papers/2004.14198v2.pdf,extracted_data/2004.14198v2.json,Success,22,7,19,33,
2004.13274v5,Exploring the contextual factors affecting multimodal emotion recognition in videos,"Prasanta Bhattacharya, Raj Kumar Gupta, Yinping Yang",2020-04-28 04:02:08+00:00,././arvix_papers/2004.13274v5.pdf,extracted_data/2004.13274v5.json,Success,22,2,25,93,
2004.13236v1,Deep Auto-Encoders with Sequential Learning for Multimodal Dimensional Emotion Recognition,"Dung Nguyen, Duc Thanh Nguyen, Rui Zeng, Thanh Thi Nguyen, Son N. Tran, Thin Nguyen, Sridha Sridharan, Clinton Fookes",2020-04-28 01:25:00+00:00,././arvix_papers/2004.13236v1.pdf,extracted_data/2004.13236v1.json,Success,13,10,3,30,
2004.12103v1,How to read faces without looking at them,"Suyash Shandilya, Waris Quamer",2020-04-25 10:17:38+00:00,././arvix_papers/2004.12103v1.pdf,extracted_data/2004.12103v1.json,Success,12,5,2,15,
2004.09889v5,WiFE: WiFi and Vision based Intelligent Facial-Gesture Emotion Recognition,"Yu Gu, Xiang Zhang, Zhi Liu, Fuji Ren",2020-04-21 10:35:44+00:00,././arvix_papers/2004.09889v5.pdf,,Skipped - Download Failed,0,0,0,0,Download was not successful
2004.09596v1,"On-the-fly Detection of User Engagement Decrease in Spontaneous Human-Robot Interaction, International Journal of Social Robotics, 2019","Atef Ben Youssef, Giovanna Varni, Slim Essid, Chloé Clavel",2020-04-20 19:41:55+00:00,././arvix_papers/2004.09596v1.pdf,extracted_data/2004.09596v1.json,Success,20,21,1,54,
2004.14281v1,A Wearable Social Interaction Aid for Children with Autism,"Nick Haber, Catalin Voss, Jena Daniels, Peter Washington, Azar Fazel, Aaron Kline, Titas De, Terry Winograd, Carl Feinstein, Dennis P. Wall",2020-04-19 13:14:32+00:00,././arvix_papers/2004.14281v1.pdf,extracted_data/2004.14281v1.json,Success,1,0,5,10,
2004.08495v1,BReG-NeXt: Facial Affect Computing Using Adaptive Residual Networks With Bounded Gradient,"Behzad Hasani, Pooran Singh Negi, Mohammad H. Mahoor",2020-04-18 00:26:36+00:00,././arvix_papers/2004.08495v1.pdf,extracted_data/2004.08495v1.json,Success,23,26,3,60,
2004.06657v1,A Transfer Learning approach to Heatmap Regression for Action Unit intensity estimation,"Ioanna Ntinou, Enrique Sanchez, Adrian Bulat, Michel Valstar, Georgios Tzimiropoulos",2020-04-14 16:51:13+00:00,././arvix_papers/2004.06657v1.pdf,extracted_data/2004.06657v1.json,Success,34,11,1,69,
2004.02355v1,Deep Multilayer Perceptrons for Dimensional Speech Emotion Recognition,"Bagus Tris Atmaja, Masato Akagi",2020-04-06 00:03:43+00:00,././arvix_papers/2004.02355v1.pdf,extracted_data/2004.02355v1.json,Success,7,4,8,20,
2004.01973v1,Investigating EEG-Based Functional Connectivity Patterns for Multimodal Emotion Recognition,"Xun Wu, Wei-Long Zheng, Bao-Liang Lu",2020-04-04 16:51:56+00:00,././arvix_papers/2004.01973v1.pdf,extracted_data/2004.01973v1.json,Success,34,22,5,73,
2004.00200v1,"On The Differences Between Song and Speech Emotion Recognition: Effect of Feature Sets, Feature Types, and Classifiers","Bagus Tris Atmaja, Masato Akagi",2020-04-01 02:16:38+00:00,././arvix_papers/2004.00200v1.pdf,extracted_data/2004.00200v1.json,Success,11,4,6,12,
2005.09525v3,Toward Automated Classroom Observation: Multimodal Machine Learning to Estimate CLASS Positive Climate and Negative Climate,"Anand Ramakrishnan, Brian Zylich, Erin Ottmar, Jennifer LoCasale-Crouch, Jacob Whitehill",2020-05-19 15:36:32+00:00,././arvix_papers/2005.09525v3.pdf,,Skipped - Download Failed,0,0,0,0,Download was not successful
2005.08453v3,"Deep Architecture Enhancing Robustness to Noise, Adversarial Attacks, and Cross-corpus Setting for Speech Emotion Recognition","Siddique Latif, Rajib Rana, Sara Khalifa, Raja Jurdak, Björn W. Schuller",2020-05-18 04:21:02+00:00,././arvix_papers/2005.08453v3.pdf,extracted_data/2005.08453v3.json,Success,18,4,1,41,
2005.08447v3,Augmenting Generative Adversarial Networks for Speech Emotion Recognition,"Siddique Latif, Muhammad Asim, Rajib Rana, Sara Khalifa, Raja Jurdak, Björn W. Schuller",2020-05-18 04:10:12+00:00,././arvix_papers/2005.08447v3.pdf,extracted_data/2005.08447v3.json,Success,17,9,1,37,
2005.08341v1,"Impact of multiple modalities on emotion recognition: investigation into 3d facial landmarks, action units, and physiological data","Diego Fabiano, Manikandan Jaishanker, Shaun Canavan",2020-05-17 18:59:57+00:00,././arvix_papers/2005.08341v1.pdf,extracted_data/2005.08341v1.json,Success,11,5,4,37,
2005.07777v1,ConcealNet: An End-to-end Neural Network for Packet Loss Concealment in Deep Speech Emotion Recognition,"Mostafa M. Mohamed, Björn W. Schuller",2020-05-15 20:43:02+00:00,././arvix_papers/2005.07777v1.pdf,extracted_data/2005.07777v1.json,Success,17,5,3,36,
2005.07757v1,"""I have vxxx bxx connexxxn!"": Facing Packet Loss in Deep Speech Emotion Recognition","Mostafa M. Mohamed, Björn W. Schuller",2020-05-15 19:33:40+00:00,././arvix_papers/2005.07757v1.pdf,extracted_data/2005.07757v1.json,Success,14,8,1,34,
2005.07649v2,Convolutional Neural Network for emotion recognition to assist psychiatrists and psychologists during the COVID-19 pandemic: experts opinion,"Hugo Mitre-Hernandez, Rodolfo Ferro-Perez, Francisco Gonzalez-Hernandez",2020-05-15 17:09:10+00:00,././arvix_papers/2005.07649v2.pdf,extracted_data/2005.07649v2.json,Success,22,15,3,47,
2005.05509v1,"Real-time Facial Expression Recognition ""In The Wild'' by Disentangling 3D Expression from Identity","Mohammad Rami Koujan, Luma Alharbawee, Giorgos Giannakakis, Nicolas Pugeault, Anastasios Roussos",2020-05-12 01:32:55+00:00,././arvix_papers/2005.05509v1.pdf,extracted_data/2005.05509v1.json,Success,12,8,2,68,
2005.04618v1,MOMBAT: Heart Rate Monitoring from Face Video using Pulse Modeling and Bayesian Tracking,"Puneet Gupta, Brojeshwar Bhowmick, Arpan Pal",2020-05-10 09:41:16+00:00,././arvix_papers/2005.04618v1.pdf,extracted_data/2005.04618v1.json,Success,27,27,3,48,
2005.08642v1,Atom Search Optimization with Simulated Annealing -- a Hybrid Metaheuristic Approach for Feature Selection,"Kushal Kanti Ghosh, Ritam Guha, Soulib Ghosh, Suman Kumar Bera, Ram Sarkar",2020-05-10 07:56:58+00:00,././arvix_papers/2005.08642v1.pdf,extracted_data/2005.08642v1.json,Success,34,21,4,83,
2005.04120v2,"K-EmoCon, a multimodal sensor dataset for continuous emotion recognition in naturalistic conversations","Cheul Young Park, Narae Cha, Soowon Kang, Auk Kim, Ahsan Habib Khandoker, Leontios Hadjileontiadis, Alice Oh, Yong Jeong, Uichin Lee",2020-05-08 15:51:12+00:00,././arvix_papers/2005.04120v2.pdf,extracted_data/2005.04120v2.json,Success,30,9,26,98,
2005.03117v1,Joint Multi-Dimensional Model for Global and Time-Series Annotations,"Anil Ramakrishna, Rahul Gupta, Shrikanth Narayanan",2020-05-06 20:08:46+00:00,././arvix_papers/2005.03117v1.pdf,extracted_data/2005.03117v1.json,Success,31,27,3,47,
2005.02619v1,Affective Brain-Computer Interfaces: A Tutorial to Choose Performance Measuring Metric,"Md Rakibul Mowla, Rachael I. Cano, Katie J. Dhuyvetter, David E. Thompson",2020-05-06 07:07:06+00:00,././arvix_papers/2005.02619v1.pdf,extracted_data/2005.02619v1.json,Success,17,7,4,73,
2005.01777v1,"ADVISER: A Toolkit for Developing Multi-modal, Multi-domain and Socially-engaged Conversational Agents","Chia-Yu Li, Daniel Ortega, Dirk Väth, Florian Lux, Lindsey Vanderlyn, Maximilian Schmidt, Michael Neumann, Moritz Völkel, Pavel Denisov, Sabrina Jenne, Zorica Kacarevic, Ngoc Thang Vu",2020-05-04 18:27:58+00:00,././arvix_papers/2005.01777v1.pdf,extracted_data/2005.01777v1.json,Success,21,5,9,38,
2005.01400v3,Does Visual Self-Supervision Improve Learning of Speech Representations for Emotion Recognition?,"Abhinav Shukla, Stavros Petridis, Maja Pantic",2020-05-04 11:33:40+00:00,././arvix_papers/2005.01400v3.pdf,extracted_data/2005.01400v3.json,Success,32,27,14,70,
2005.00357v5,Beneath the Tip of the Iceberg: Current Challenges and New Directions in Sentiment Analysis Research,"Soujanya Poria, Devamanyu Hazarika, Navonil Majumder, Rada Mihalcea",2020-05-01 13:05:23+00:00,././arvix_papers/2005.00357v5.pdf,extracted_data/2005.00357v5.json,Success,58,32,11,255,
2006.15955v1,A Transformer-based joint-encoding for Emotion Recognition and Sentiment Analysis,"Jean-Benoit Delbrouck, Noé Tits, Mathilde Brousmiche, Stéphane Dupont",2020-06-29 11:51:46+00:00,././arvix_papers/2006.15955v1.pdf,extracted_data/2006.15955v1.json,Success,16,7,4,15,
2006.13386v1,Gender and Emotion Recognition from Implicit User Behavior Signals,"Maneesh Bilalpur, Seyed Mostafa Kia, Mohan Kankanhalli, Ramanathan Subramanian",2020-06-23 23:41:13+00:00,././arvix_papers/2006.13386v1.pdf,extracted_data/2006.13386v1.json,Success,27,26,2,73,
2006.13211v1,Meta Transfer Learning for Emotion Recognition,"Dung Nguyen, Sridha Sridharan, Duc Thanh Nguyen, Simon Denman, David Dean, Clinton Fookes",2020-06-23 00:25:28+00:00,././arvix_papers/2006.13211v1.pdf,extracted_data/2006.13211v1.json,Success,18,40,2,41,
2006.11168v1,Emotion Recognition on large video dataset based on Convolutional Feature Extractor and Recurrent Neural Network,"Denis Rangulov, Muhammad Fahim",2020-06-19 14:54:13+00:00,././arvix_papers/2006.11168v1.pdf,extracted_data/2006.11168v1.json,Success,14,12,1,19,
2006.08129v1,Emotion Recognition in Audio and Video Using Deep Neural Networks,"Mandeep Singh, Yuan Fang",2020-06-15 04:50:18+00:00,././arvix_papers/2006.08129v1.pdf,extracted_data/2006.08129v1.json,Success,17,16,3,14,
2006.07512v1,FrugalML: How to Use ML Prediction APIs More Accurately and Cheaply,"Lingjiao Chen, Matei Zaharia, James Zou",2020-06-12 23:43:23+00:00,././arvix_papers/2006.07512v1.pdf,extracted_data/2006.07512v1.json,Success,30,22,8,51,
2006.06494v2,Anti-Transfer Learning for Task Invariance in Convolutional Neural Networks for Speech Processing,"Eric Guizzo, Tillman Weyde, Giacomo Tarroni",2020-06-11 15:03:29+00:00,././arvix_papers/2006.06494v2.pdf,extracted_data/2006.06494v2.json,Success,23,18,3,67,
2006.06113v2,Continual Learning for Affective Computing,Nikhil Churamani,2020-06-10 23:36:06+00:00,././arvix_papers/2006.06113v2.pdf,extracted_data/2006.06113v2.json,Success,7,5,1,27,
2006.05236v2,audino: A Modern Annotation Tool for Audio and Speech,"Manraj Singh Grover, Pakhi Bamdev, Ratin Kumar Brala, Yaman Kumar, Mika Hama, Rajiv Ratn Shah",2020-06-09 13:12:44+00:00,././arvix_papers/2006.05236v2.pdf,extracted_data/2006.05236v2.json,Success,12,5,1,18,
2006.05102v2,ROSbag-based Multimodal Affective Dataset for Emotional and Cognitive States,"Wonse Jo, Shyam Sundar Kannan, Go-Eum Cha, Ahreum Lee, Byung-Cheol Min",2020-06-09 08:09:42+00:00,././arvix_papers/2006.05102v2.pdf,extracted_data/2006.05102v2.json,Success,18,21,1,30,
2006.05331v2,Data Augmentation for Enhancing EEG-based Emotion Recognition with Deep Generative Models,"Yun Luo, Li-Zhen Zhu, Zi-Yu Wan, Bao-Liang Lu",2020-06-04 21:23:09+00:00,././arvix_papers/2006.05331v2.pdf,extracted_data/2006.05331v2.json,Success,30,13,0,68,
2006.03001v1,A Siamese Neural Network with Modified Distance Loss For Transfer Learning in Speech Emotion Recognition,"Kexin Feng, Theodora Chaspari",2020-06-04 16:44:33+00:00,././arvix_papers/2006.03001v1.pdf,extracted_data/2006.03001v1.json,Success,10,3,10,13,
2006.02699v1,PulseGAN: Learning to generate realistic pulse waveforms in remote photoplethysmography,"Rencheng Song, Huan Chen, Juan Cheng, Chang Li, Yu Liu, Xun Chen",2020-06-04 08:38:30+00:00,././arvix_papers/2006.02699v1.pdf,extracted_data/2006.02699v1.json,Success,16,13,6,28,
2007.15048v2,The BIRAFFE2 Experiment. Study in Bio-Reactions and Faces for Emotion-based Personalization for AI Systems,"Krzysztof Kutt, Dominika Drążyk, Maciej Szelążek, Szymon Bobek, Grzegorz J. Nalepa",2020-07-29 18:35:34+00:00,././arvix_papers/2007.15048v2.pdf,extracted_data/2007.15048v2.json,Success,17,10,11,20,
2007.14602v3,Transformer based unsupervised pre-training for acoustic representation learning,"Ruixiong Zhang, Haiwei Wu, Wubo Li, Dongwei Jiang, Wei Zou, Xiangang Li",2020-07-29 05:11:09+00:00,././arvix_papers/2007.14602v3.pdf,extracted_data/2007.14602v3.json,Success,8,3,7,24,
2007.14071v1,Emotion Correlation Mining Through Deep Learning Models on Natural Language Text,"Xinzhi Wang, Luyao Kou, Vijayan Sugumaran, Xiangfeng Luo, Hui Zhang",2020-07-28 08:59:16+00:00,././arvix_papers/2007.14071v1.pdf,extracted_data/2007.14071v1.json,Success,24,26,0,66,
2007.13928v1,"Variants of BERT, Random Forests and SVM approach for Multimodal Emotion-Target Sub-challenge","Hoang Manh Hung, Hyung-Jeong Yang, Soo-Hyung Kim, Guee-Sang Lee",2020-07-28 01:15:50+00:00,././arvix_papers/2007.13928v1.pdf,extracted_data/2007.13928v1.json,Success,7,3,3,11,
2007.12519v1,HEU Emotion: A Large-scale Database for Multi-modal Emotion Recognition in the Wild,"Jing Chen, Chenhui Wang, Kejun Wang, Chaoqun Yin, Cong Zhao, Tao Xu, Xinyi Zhang, Ziqiang Huang, Meichen Liu, Tao Yang",2020-07-24 13:36:52+00:00,././arvix_papers/2007.12519v1.pdf,extracted_data/2007.12519v1.json,Success,18,16,1,54,
2007.10075v3,Investigating Bias and Fairness in Facial Expression Recognition,"Tian Xu, Jennifer White, Sinan Kalkan, Hatice Gunes",2020-07-20 13:12:53+00:00,././arvix_papers/2007.10075v3.pdf,extracted_data/2007.10075v3.json,Success,22,4,2,53,
2007.10058v3,It's LeVAsa not LevioSA! Latent Encodings for Valence-Arousal Structure Alignment,"Surabhi S. Nath, Vishaal Udandarao, Jainendra Shukla",2020-07-20 12:52:26+00:00,././arvix_papers/2007.10058v3.pdf,extracted_data/2007.10058v3.json,Success,12,6,4,41,
2007.09790v1,Generative Adversarial Stacked Autoencoders for Facial Pose Normalization and Emotion Recognition,"Ariel Ruiz-Garcia, Vasile Palade, Mark Elshaw, Mariette Awad",2020-07-19 21:47:16+00:00,././arvix_papers/2007.09790v1.pdf,extracted_data/2007.09790v1.json,Success,11,7,11,33,
